Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
sdg,Australia and New Zealand,total,Sanitation,2000,39.38183,9028221.19053,Basic service
sdg,Australia and New Zealand,total,Sanitation,2000,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2000,0,0,Open defecation
sdg,Australia and New Zealand,total,Sanitation,2000,60.61081,13894928.81496,Safely managed service
sdg,Australia and New Zealand,total,Sanitation,2000,0.00736,1686.99451,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2000,99.76073,22869983.65296,At least basic
sdg,Australia and New Zealand,rural,Drinking water,2000,99.20021,3516824.51681,At least basic
sdg,Australia and New Zealand,urban,Drinking water,2000,7.91597,1534088.07079,Basic service
sdg,Australia and New Zealand,total,Drinking water,2000,0,0,Limited service
sdg,Australia and New Zealand,rural,Drinking water,2000,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2000,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2000,91.94729,17819071.4996,Safely managed service
sdg,Australia and New Zealand,total,Drinking water,2000,0.05244,12022.91703,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2000,0.33913,12022.9169,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2000,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2000,0.18683,42830.43001,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2000,0.46066,16331.12879,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2000,0.13674,26499.1796,Unimproved
sdg,Australia and New Zealand,total,Sanitation,2001,39.25925,9098906.70218,Basic service
sdg,Australia and New Zealand,total,Sanitation,2001,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2001,0,0,Open defecation
sdg,Australia and New Zealand,total,Sanitation,2001,60.73339,14075855.12542,Safely managed service
sdg,Australia and New Zealand,total,Sanitation,2001,0.00736,1705.1724,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2001,99.75993,23120827.77761,At least basic
sdg,Australia and New Zealand,rural,Drinking water,2001,99.19873,3577999.123,At least basic
sdg,Australia and New Zealand,urban,Drinking water,2001,7.54178,1475894.29879,Basic service
sdg,Australia and New Zealand,total,Drinking water,2001,0,0,Limited service
sdg,Australia and New Zealand,rural,Drinking water,2001,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2001,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2001,92.32159,18066934.97042,Safely managed service
sdg,Australia and New Zealand,total,Drinking water,2001,0.05288,12254.78846,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2001,0.33976,12254.78883,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2001,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2001,0.18719,43384.43396,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2001,0.46151,16646.08816,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2001,0.13663,26737.98079,Unimproved
sdg,Australia and New Zealand,total,Sanitation,2002,39.13418,9172425.34939,Basic service
sdg,Australia and New Zealand,total,Sanitation,2002,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2002,0,0,Open defecation
sdg,Australia and New Zealand,total,Sanitation,2002,60.85847,14264250.23139,Safely managed service
sdg,Australia and New Zealand,total,Sanitation,2002,0.00735,1722.41922,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2002,99.76086,23382348.01022,At least basic
sdg,Australia and New Zealand,rural,Drinking water,2002,99.19954,3592276.98121,At least basic
sdg,Australia and New Zealand,urban,Drinking water,2002,7.16901,1420691.82716,Basic service
sdg,Australia and New Zealand,total,Drinking water,2002,0,0,Limited service
sdg,Australia and New Zealand,rural,Drinking water,2002,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2002,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2002,92.69442,18369378.21934,Safely managed service
sdg,Australia and New Zealand,total,Drinking water,2002,0.05244,12291.18289,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2002,0.33942,12291.18288,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2002,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2002,0.1867,43758.80687,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2002,0.46104,16695.52341,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2002,0.13657,27063.95349,Unimproved
sdg,Australia and New Zealand,total,Sanitation,2003,39.00791,9252302.45919,Basic service
sdg,Australia and New Zealand,total,Sanitation,2003,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2003,0,0,Open defecation
sdg,Australia and New Zealand,total,Sanitation,2003,60.98474,14464995.27872,Safely managed service
sdg,Australia and New Zealand,total,Sanitation,2003,0.00735,1743.26206,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2003,99.7794,23666716.86638,At least basic
sdg,Australia and New Zealand,rural,Drinking water,2003,99.26959,3611581.96688,At least basic
sdg,Australia and New Zealand,urban,Drinking water,2003,6.78866,1363222.7886,Basic service
sdg,Australia and New Zealand,total,Drinking water,2003,0,0,Limited service
sdg,Australia and New Zealand,rural,Drinking water,2003,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2003,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2003,93.08311,18691913.2835,Safely managed service
sdg,Australia and New Zealand,total,Drinking water,2003,0.04551,10793.84073,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2003,0.29668,10793.84082,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2003,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2003,0.17509,41530.29291,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2003,0.43372,15779.5673,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2003,0.12823,25750.1779,Unimproved
sdg,Australia and New Zealand,total,Sanitation,2004,38.88287,9343114.55082,Basic service
sdg,Australia and New Zealand,total,Sanitation,2004,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2004,0,0,Open defecation
sdg,Australia and New Zealand,total,Sanitation,2004,61.10978,14683987.69497,Safely managed service
sdg,Australia and New Zealand,total,Sanitation,2004,0.00735,1765.75423,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2004,99.79771,23980260.87049,At least basic
sdg,Australia and New Zealand,rural,Drinking water,2004,99.33933,3635008.1485,At least basic
sdg,Australia and New Zealand,urban,Drinking water,2004,6.41049,1305796.47809,Basic service
sdg,Australia and New Zealand,total,Drinking water,2004,0,0,Limited service
sdg,Australia and New Zealand,rural,Drinking water,2004,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2004,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2004,93.46957,19039457.16105,Safely managed service
sdg,Australia and New Zealand,total,Drinking water,2004,0.0387,9298.16395,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2004,0.2541,9298.16404,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2004,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2004,0.16359,39308.96556,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2004,0.40657,14877.06246,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2004,0.11994,24431.11086,Unimproved
sdg,Australia and New Zealand,total,Sanitation,2005,38.05436,9275468.14854,Basic service
sdg,Australia and New Zealand,total,Sanitation,2005,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2005,0,0,Open defecation
sdg,Australia and New Zealand,total,Sanitation,2005,61.93829,15096998.55695,Safely managed service
sdg,Australia and New Zealand,total,Sanitation,2005,0.00735,1790.29451,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2005,99.81579,24329356.40437,At least basic
sdg,Australia and New Zealand,rural,Drinking water,2005,99.4087,3663490.72102,At least basic
sdg,Australia and New Zealand,urban,Drinking water,2005,6.03533,1248648.73063,Basic service
sdg,Australia and New Zealand,total,Drinking water,2005,0,0,Limited service
sdg,Australia and New Zealand,rural,Drinking water,2005,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2005,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2005,93.85296,19417216.33748,Safely managed service
sdg,Australia and New Zealand,total,Drinking water,2005,0.03201,7801.08449,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2005,0.21168,7801.08436,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2005,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2005,0.15221,37099.51116,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2005,0.37962,13989.94462,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2005,0.1117,23109.93188,Unimproved
sdg,Australia and New Zealand,total,Sanitation,2006,37.22969,9217892.96818,Basic service
sdg,Australia and New Zealand,total,Sanitation,2006,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2006,0,0,Open defecation
sdg,Australia and New Zealand,total,Sanitation,2006,62.76296,15539810.24607,Safely managed service
sdg,Australia and New Zealand,total,Sanitation,2006,0.00735,1819.78577,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2006,99.83363,24718329.98243,At least basic
sdg,Australia and New Zealand,rural,Drinking water,2006,99.47778,3697635.67472,At least basic
sdg,Australia and New Zealand,urban,Drinking water,2006,5.663,1191635.12315,Basic service
sdg,Australia and New Zealand,total,Drinking water,2006,0,0,Limited service
sdg,Australia and New Zealand,rural,Drinking water,2006,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2006,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2006,94.23349,19829058.82196,Safely managed service
sdg,Australia and New Zealand,total,Drinking water,2006,0.02543,6295.52456,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2006,0.16937,6295.52442,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2006,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2006,0.14095,34897.49304,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2006,0.35285,13115.67586,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2006,0.10352,21782.30486,Unimproved
sdg,Australia and New Zealand,total,Sanitation,2007,36.40776,9167407.37757,Basic service
sdg,Australia and New Zealand,total,Sanitation,2007,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2007,0,0,Open defecation
sdg,Australia and New Zealand,total,Sanitation,2007,63.58488,16010554.09752,Safely managed service
sdg,Australia and New Zealand,total,Sanitation,2007,0.00736,1853.52488,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2007,99.8513,25142373.09575,At least basic
sdg,Australia and New Zealand,rural,Drinking water,2007,99.54733,3740524.3877,At least basic
sdg,Australia and New Zealand,urban,Drinking water,2007,5.29351,1133991.2934,Basic service
sdg,Australia and New Zealand,total,Drinking water,2007,0,0,Limited service
sdg,Australia and New Zealand,rural,Drinking water,2007,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2007,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2007,94.61111,20267858.71965,Safely managed service
sdg,Australia and New Zealand,total,Drinking water,2007,0.01894,4768.92739,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2007,0.12692,4768.92751,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2007,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2007,0.12976,32672.97686,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2007,0.32575,12240.24729,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2007,0.09538,20432.48693,Unimproved
sdg,Australia and New Zealand,total,Sanitation,2008,35.58692,9117659.02404,Basic service
sdg,Australia and New Zealand,total,Sanitation,2008,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2008,0,0,Open defecation
sdg,Australia and New Zealand,total,Sanitation,2008,64.40571,16501269.36869,Safely managed service
sdg,Australia and New Zealand,total,Sanitation,2008,0.00737,1888.60724,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2008,99.86884,25587213.25191,At least basic
sdg,Australia and New Zealand,rural,Drinking water,2008,99.61668,3785956.95768,At least basic
sdg,Australia and New Zealand,urban,Drinking water,2008,4.92393,1074416.02152,Basic service
sdg,Australia and New Zealand,total,Drinking water,2008,0,0,Limited service
sdg,Australia and New Zealand,rural,Drinking water,2008,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2008,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2008,94.98883,20726841.32703,Safely managed service
sdg,Australia and New Zealand,total,Drinking water,2008,0,0,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2008,0,0,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2008,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2008,0.13116,33603.74809,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2008,0.38332,14568.04232,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2008,0.08724,19035.40145,Unimproved
sdg,Australia and New Zealand,total,Sanitation,2009,34.76505,9060648.80519,Basic service
sdg,Australia and New Zealand,total,Sanitation,2009,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2009,0,0,Open defecation
sdg,Australia and New Zealand,total,Sanitation,2009,65.22757,16999948.95326,Safely managed service
sdg,Australia and New Zealand,total,Sanitation,2009,0.00738,1924.24158,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2009,99.88629,26032885.25021,At least basic
sdg,Australia and New Zealand,rural,Drinking water,2009,99.68595,3830866.8898,At least basic
sdg,Australia and New Zealand,urban,Drinking water,2009,4.5528,1011613.82106,Basic service
sdg,Australia and New Zealand,total,Drinking water,2009,0,0,Limited service
sdg,Australia and New Zealand,rural,Drinking water,2009,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2009,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2009,95.36814,21190405.14295,Safely managed service
sdg,Australia and New Zealand,total,Drinking water,2009,0,0,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2009,0,0,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2009,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2009,0.11371,29636.74979,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2009,0.31405,12068.6102,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2009,0.07906,17567.28599,Unimproved
sdg,Australia and New Zealand,total,Sanitation,2010,33.94084,8990970.82283,Basic service
sdg,Australia and New Zealand,total,Sanitation,2010,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2010,0,0,Open defecation
sdg,Australia and New Zealand,total,Sanitation,2010,66.05177,17497197.3461,Safely managed service
sdg,Australia and New Zealand,total,Sanitation,2010,0.00739,1957.83107,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2010,99.90365,26464603.82387,At least basic
sdg,Australia and New Zealand,rural,Drinking water,2010,99.75518,3873062.20881,At least basic
sdg,Australia and New Zealand,urban,Drinking water,2010,4.17945,944870.86142,Basic service
sdg,Australia and New Zealand,total,Drinking water,2010,0,0,Limited service
sdg,Australia and New Zealand,rural,Drinking water,2010,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2010,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2010,95.74971,21646670.67339,Safely managed service
sdg,Australia and New Zealand,total,Drinking water,2010,0,0,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2010,0,0,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2010,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2010,0.09635,25522.17613,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2010,0.24482,9505.47869,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2010,0.07084,16015.96519,Unimproved
sdg,Australia and New Zealand,total,Sanitation,2011,33.11403,8907066.33204,Basic service
sdg,Australia and New Zealand,total,Sanitation,2011,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2011,0,0,Open defecation
sdg,Australia and New Zealand,total,Sanitation,2011,66.87858,17989108.2296,Safely managed service
sdg,Australia and New Zealand,total,Sanitation,2011,0.00739,1988.43836,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2011,99.92094,26876897.59993,At least basic
sdg,Australia and New Zealand,rural,Drinking water,2011,99.82432,3911797.87598,At least basic
sdg,Australia and New Zealand,urban,Drinking water,2011,3.80396,874130.15137,Basic service
sdg,Australia and New Zealand,total,Drinking water,2011,0,0,Limited service
sdg,Australia and New Zealand,rural,Drinking water,2011,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2011,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2011,96.13346,22090968.64753,Safely managed service
sdg,Australia and New Zealand,total,Drinking water,2011,0,0,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2011,0,0,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2011,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2011,0.07906,21265.40007,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2011,0.17568,6884.43652,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2011,0.06258,14381.4511,Unimproved
sdg,Australia and New Zealand,total,Sanitation,2012,32.28518,8810494.4047,Basic service
sdg,Australia and New Zealand,total,Sanitation,2012,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2012,0,0,Open defecation
sdg,Australia and New Zealand,total,Sanitation,2012,67.70742,18477079.71041,Safely managed service
sdg,Australia and New Zealand,total,Sanitation,2012,0.0074,2018.88488,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2012,99.93811,27272704.65701,At least basic
sdg,Australia and New Zealand,rural,Drinking water,2012,99.89316,3945604.3701,At least basic
sdg,Australia and New Zealand,urban,Drinking water,2012,3.42598,799616.74229,Basic service
sdg,Australia and New Zealand,total,Drinking water,2012,0,0,Limited service
sdg,Australia and New Zealand,rural,Drinking water,2012,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2012,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2012,96.51974,22527482.80233,Safely managed service
sdg,Australia and New Zealand,total,Drinking water,2012,0,0,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2012,0,0,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2012,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2012,0.06189,16888.34299,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2012,0.10684,4219.9424,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2012,0.05428,12668.70538,Unimproved
sdg,Australia and New Zealand,total,Sanitation,2013,31.45483,8703002.75608,Basic service
sdg,Australia and New Zealand,total,Sanitation,2013,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2013,0,0,Open defecation
sdg,Australia and New Zealand,total,Sanitation,2013,68.53777,18963204.20009,Safely managed service
sdg,Australia and New Zealand,total,Sanitation,2013,0.0074,2048.04383,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2013,99.95519,27655857.98278,At least basic
sdg,Australia and New Zealand,rural,Drinking water,2013,99.96204,3977352.37325,At least basic
sdg,Australia and New Zealand,urban,Drinking water,2013,3.42004,810186.5471,Basic service
sdg,Australia and New Zealand,total,Drinking water,2013,0,0,Limited service
sdg,Australia and New Zealand,rural,Drinking water,2013,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2013,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2013,96.534,22868319.56805,Safely managed service
sdg,Australia and New Zealand,total,Drinking water,2013,0,0,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2013,0,0,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2013,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2013,0.04481,12397.01722,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2013,0.03796,1510.37675,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2013,0.04596,10886.88485,Unimproved
sdg,Australia and New Zealand,total,Sanitation,2014,30.62375,8587319.77706,Basic service
sdg,Australia and New Zealand,total,Sanitation,2014,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2014,0,0,Open defecation
sdg,Australia and New Zealand,total,Sanitation,2014,69.36884,19451971.82335,Safely managed service
sdg,Australia and New Zealand,total,Sanitation,2014,0.0074,2076.39959,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2014,99.96775,28032325.89606,At least basic
sdg,Australia and New Zealand,rural,Drinking water,2014,100,4006388.875,At least basic
sdg,Australia and New Zealand,urban,Drinking water,2014,3.41834,821596.84194,Basic service
sdg,Australia and New Zealand,total,Drinking water,2014,0,0,Limited service
sdg,Australia and New Zealand,rural,Drinking water,2014,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2014,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2014,96.54404,23204338.7553,Safely managed service
sdg,Australia and New Zealand,total,Drinking water,2014,0,0,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2014,0,0,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2014,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2014,0.03225,9042.10394,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2014,0,0,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2014,0.03762,9042.65276,Unimproved
sdg,Australia and New Zealand,total,Sanitation,2015,29.79245,8465254.20765,Basic service
sdg,Australia and New Zealand,total,Sanitation,2015,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2015,0,0,Open defecation
sdg,Australia and New Zealand,total,Sanitation,2015,70.20013,19946727.85449,Safely managed service
sdg,Australia and New Zealand,total,Sanitation,2015,0.00741,2105.93786,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2015,99.97488,28406948.99611,At least basic
sdg,Australia and New Zealand,rural,Drinking water,2015,100,4033398,At least basic
sdg,Australia and New Zealand,urban,Drinking water,2015,3.42199,834303.61149,Basic service
sdg,Australia and New Zealand,total,Drinking water,2015,0,0,Limited service
sdg,Australia and New Zealand,rural,Drinking water,2015,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2015,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2015,96.54873,23539246.87888,Safely managed service
sdg,Australia and New Zealand,total,Drinking water,2015,0,0,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2015,0,0,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2015,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2015,0.02512,7139.00389,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2015,0,0,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2015,0.02928,7138.7596,Unimproved
sdg,Australia and New Zealand,total,Sanitation,2016,28.96098,8336906.32827,Basic service
sdg,Australia and New Zealand,total,Sanitation,2016,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2016,0,0,Open defecation
sdg,Australia and New Zealand,total,Sanitation,2016,71.0316,20447640.53613,Safely managed service
sdg,Australia and New Zealand,total,Sanitation,2016,0.00741,2134.1356,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2016,99.97483,28779436.43467,At least basic
sdg,Australia and New Zealand,rural,Drinking water,2016,100,4059742.9375,At least basic
sdg,Australia and New Zealand,urban,Drinking water,2016,3.4243,846725.25583,Basic service
sdg,Australia and New Zealand,total,Drinking water,2016,0,0,Limited service
sdg,Australia and New Zealand,rural,Drinking water,2016,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2016,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2016,96.5464,23872967.50183,Safely managed service
sdg,Australia and New Zealand,total,Drinking water,2016,0,0,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2016,0,0,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2016,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2016,0.02517,7244.56533,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2016,0,0,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2016,0.0293,7244.99234,Unimproved
sdg,Australia and New Zealand,total,Sanitation,2017,28.12913,8201435.1022,Basic service
sdg,Australia and New Zealand,total,Sanitation,2017,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2017,0,0,Open defecation
sdg,Australia and New Zealand,total,Sanitation,2017,71.86345,20952780.09392,Safely managed service
sdg,Australia and New Zealand,total,Sanitation,2017,0.00742,2162.80388,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2017,99.97479,29149027.08497,At least basic
sdg,Australia and New Zealand,rural,Drinking water,2017,100,4083436.25,At least basic
sdg,Australia and New Zealand,urban,Drinking water,2017,3.42668,859168.84412,Basic service
sdg,Australia and New Zealand,total,Drinking water,2017,0,0,Limited service
sdg,Australia and New Zealand,rural,Drinking water,2017,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2017,0,0,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2017,96.544,24206420.50293,Safely managed service
sdg,Australia and New Zealand,total,Drinking water,2017,0,0,Surface water
sdg,Australia and New Zealand,rural,Drinking water,2017,0,0,Surface water
sdg,Australia and New Zealand,urban,Drinking water,2017,0,0,Surface water
sdg,Australia and New Zealand,total,Drinking water,2017,0.02521,7350.91503,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2017,0,0,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2017,0.02932,7351.40295,Unimproved
sdg,Central and Southern Asia,total,Sanitation,2000,25.45183,383894240.09232,At least basic
sdg,Central and Southern Asia,urban,Sanitation,2000,57.21913,255818924.64489,At least basic
sdg,Central and Southern Asia,rural,Sanitation,2000,5.16331,54794591.72416,Basic service
sdg,Central and Southern Asia,total,Sanitation,2000,5.86227,88421663.05369,Limited service
sdg,Central and Southern Asia,rural,Sanitation,2000,2.3265,24689562.51815,Limited service
sdg,Central and Southern Asia,urban,Sanitation,2000,14.25499,63732098.71217,Limited service
sdg,Central and Southern Asia,total,Sanitation,2000,58.21325,878040393.03627,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2000,74.82242,794038396.54635,Open defecation
sdg,Central and Southern Asia,urban,Sanitation,2000,18.78876,84001982.9403,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2000,6.90526,73280715.98184,Safely managed service
sdg,Central and Southern Asia,total,Sanitation,2000,10.47265,157960704.81922,Unimproved
sdg,Central and Southern Asia,rural,Sanitation,2000,10.78252,114427351.91593,Unimproved
sdg,Central and Southern Asia,urban,Sanitation,2000,9.73713,43533379.64015,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2000,39.84481,600986093.15787,Basic service
sdg,Central and Southern Asia,rural,Drinking water,2000,45.35087,481277358.97936,Basic service
sdg,Central and Southern Asia,urban,Drinking water,2000,26.7753,119708724.3885,Basic service
sdg,Central and Southern Asia,total,Drinking water,2000,4.79446,72315724.62649,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2000,5.64233,59878167.22432,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2000,2.78191,12437556.23913,Limited service
sdg,Central and Southern Asia,total,Drinking water,2000,41.35686,623792527.07633,Safely managed service
sdg,Central and Southern Asia,rural,Drinking water,2000,30.99076,328883420.29751,Safely managed service
sdg,Central and Southern Asia,urban,Drinking water,2000,65.96244,294909095.20175,Safely managed service
sdg,Central and Southern Asia,total,Drinking water,2000,2.39977,36196167.26634,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2000,3.22503,34225038.64678,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2000,0.44088,1971128.07389,Surface water
sdg,Central and Southern Asia,total,Drinking water,2000,11.60409,175026488.87297,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2000,14.791,156966633.53847,Unimproved
