Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
sdg,Central and Southern Asia,total,Hygiene,2012,37.6123,683937471.55873,Limited service
sdg,Central and Southern Asia,rural,Hygiene,2012,47.02904,565928795.74035,Limited service
sdg,Central and Southern Asia,urban,Hygiene,2012,19.18755,118008661.46035,Limited service
sdg,Central and Southern Asia,total,Hygiene,2012,4.54436,82634013.9536,No handwashing facility
sdg,Central and Southern Asia,rural,Hygiene,2012,5.53003,66546169.75458,No handwashing facility
sdg,Central and Southern Asia,urban,Hygiene,2012,2.61579,16087842.49648,No handwashing facility
sdg,Central and Southern Asia,total,Sanitation,2012,50.69313,921797583.99249,At least basic
sdg,Central and Southern Asia,urban,Sanitation,2012,68.6611,422284599.56547,At least basic
sdg,Central and Southern Asia,rural,Sanitation,2012,11.98612,144236201.04985,Basic service
sdg,Central and Southern Asia,total,Sanitation,2012,10.87816,197807203.48999,Limited service
sdg,Central and Southern Asia,rural,Sanitation,2012,7.56773,91067020.1151,Limited service
sdg,Central and Southern Asia,urban,Sanitation,2012,17.35535,106740180.50163,Limited service
sdg,Central and Southern Asia,total,Sanitation,2012,30.30781,551113475.48273,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2012,41.87301,503883106.49028,Open defecation
sdg,Central and Southern Asia,urban,Sanitation,2012,7.67939,47230356.57851,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2012,29.52373,355276768.66515,Safely managed service
sdg,Central and Southern Asia,total,Sanitation,2012,8.1209,147669352.03478,Unimproved
sdg,Central and Southern Asia,rural,Sanitation,2012,9.04942,108897128.03779,Unimproved
sdg,Central and Southern Asia,urban,Sanitation,2012,6.30415,38772252.86939,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2012,34.33545,624351485.93769,Basic service
sdg,Central and Southern Asia,rural,Drinking water,2012,35.60385,428442614.94059,Basic service
sdg,Central and Southern Asia,urban,Drinking water,2012,31.85368,195908859.44391,Basic service
sdg,Central and Southern Asia,total,Drinking water,2012,2.21159,40215270.12634,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2012,2.71313,32648672.02694,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2012,1.23029,7566597.26549,Limited service
sdg,Central and Southern Asia,total,Drinking water,2012,54.80544,996575376.6948,Safely managed service
sdg,Central and Southern Asia,rural,Drinking water,2012,50.50225,607723992.0088,Safely managed service
sdg,Central and Southern Asia,urban,Drinking water,2012,63.22505,388851367.58944,Safely managed service
sdg,Central and Southern Asia,total,Drinking water,2012,1.54829,28153994.23886,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2012,2.15454,25926930.60254,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2012,0.36211,2227062.9977,Surface water
sdg,Central and Southern Asia,total,Drinking water,2012,7.09923,129091488.0023,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2012,9.02623,108618014.78051,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2012,3.32888,20473502.21847,Unimproved
sdg,Central and Southern Asia,total,Hygiene,2013,57.95544,1068201642.72626,Basic service
sdg,Central and Southern Asia,rural,Hygiene,2013,47.45674,575552663.22578,Basic service
sdg,Central and Southern Asia,urban,Hygiene,2013,78.15498,492648958.66527,Basic service
sdg,Central and Southern Asia,total,Hygiene,2013,37.51056,691373251.45783,Limited service
sdg,Central and Southern Asia,rural,Hygiene,2013,47.01388,570181678.31037,Limited service
sdg,Central and Southern Asia,urban,Hygiene,2013,19.22611,121191553.41405,Limited service
sdg,Central and Southern Asia,total,Hygiene,2013,4.534,83568160.20996,No handwashing facility
sdg,Central and Southern Asia,rural,Hygiene,2013,5.52937,67059919.8076,No handwashing facility
sdg,Central and Southern Asia,urban,Hygiene,2013,2.61891,16508238.07694,No handwashing facility
sdg,Central and Southern Asia,total,Sanitation,2013,52.83321,973791725.46683,At least basic
sdg,Central and Southern Asia,urban,Sanitation,2013,69.65944,439097424.29468,At least basic
sdg,Central and Southern Asia,rural,Sanitation,2013,12.56889,152434819.83434,Basic service
sdg,Central and Southern Asia,total,Sanitation,2013,11.22046,206809152.97724,Limited service
sdg,Central and Southern Asia,rural,Sanitation,2013,7.91066,95940063.31201,Limited service
sdg,Central and Southern Asia,urban,Sanitation,2013,17.58853,110869086.12232,Limited service
sdg,Central and Southern Asia,total,Sanitation,2013,28.08742,517691398.83668,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2013,39.17321,475090486.6545,Open defecation
sdg,Central and Southern Asia,urban,Sanitation,2013,6.75831,42600895.88486,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2013,31.5189,382259462.02852,Safely managed service
sdg,Central and Southern Asia,total,Sanitation,2013,7.8589,144850772.71925,Unimproved
sdg,Central and Southern Asia,rural,Sanitation,2013,8.82833,107069429.5156,Unimproved
sdg,Central and Southern Asia,urban,Sanitation,2013,5.99372,37781343.85502,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2013,33.87663,624394729.79915,Basic service
sdg,Central and Southern Asia,rural,Drinking water,2013,34.66541,420420070.92491,Basic service
sdg,Central and Southern Asia,urban,Drinking water,2013,32.35901,203974644.03914,Basic service
sdg,Central and Southern Asia,total,Drinking water,2013,1.96972,36304759.69529,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2013,2.42582,29420202.95261,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2013,1.09218,6884555.72196,Limited service
sdg,Central and Southern Asia,total,Drinking water,2013,55.94108,1031074083.52194,Safely managed service
sdg,Central and Southern Asia,rural,Drinking water,2013,52.30984,634410688.38288,Safely managed service
sdg,Central and Southern Asia,urban,Drinking water,2013,62.92761,396663372.53477,Safely managed service
sdg,Central and Southern Asia,total,Drinking water,2013,1.47699,27222957.58151,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2013,2.06053,24989986.0228,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2013,0.35424,2232970.70079,Surface water
sdg,Central and Southern Asia,total,Drinking water,2013,6.73559,124146519.40396,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2013,8.53841,103553313.05933,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2013,3.26695,20593207.1596,Unimproved
sdg,Central and Southern Asia,total,Hygiene,2014,58.06169,1084419439.38125,Basic service
sdg,Central and Southern Asia,rural,Hygiene,2014,47.46249,579873095.78828,Basic service
sdg,Central and Southern Asia,urban,Hygiene,2014,78.10895,504546358.25672,Basic service
sdg,Central and Southern Asia,total,Hygiene,2014,37.41489,698798781.65703,Limited service
sdg,Central and Southern Asia,rural,Hygiene,2014,47.0086,574327733.0628,Limited service
sdg,Central and Southern Asia,urban,Hygiene,2014,19.2694,124471062.99629,Limited service
sdg,Central and Southern Asia,total,Hygiene,2014,4.52342,84484080.45107,No handwashing facility
sdg,Central and Southern Asia,rural,Hygiene,2014,5.52891,67549456.74267,No handwashing facility
sdg,Central and Southern Asia,urban,Hygiene,2014,2.62165,16934625.40325,No handwashing facility
sdg,Central and Southern Asia,total,Sanitation,2014,54.96775,1026633936.59886,At least basic
sdg,Central and Southern Asia,urban,Sanitation,2014,70.65904,456423500.79281,At least basic
sdg,Central and Southern Asia,rural,Sanitation,2014,13.14416,160588799.15988,Basic service
sdg,Central and Southern Asia,total,Sanitation,2014,11.55374,215789539.3907,Limited service
sdg,Central and Southern Asia,rural,Sanitation,2014,8.24026,100675423.92124,Limited service
sdg,Central and Southern Asia,urban,Sanitation,2014,17.82085,115114118.02411,Limited service
sdg,Central and Southern Asia,total,Sanitation,2014,25.87855,483334250.73437,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2014,36.47414,445622895.20976,Open defecation
sdg,Central and Southern Asia,urban,Sanitation,2014,5.83811,37711366.68059,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2014,33.52744,409621651.05444,Safely managed service
sdg,Central and Southern Asia,total,Sanitation,2014,7.59996,141944574.27607,Unimproved
sdg,Central and Southern Asia,rural,Sanitation,2014,8.614,105241516.24965,Unimproved
sdg,Central and Southern Asia,urban,Sanitation,2014,5.68201,36703061.15809,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2014,33.41804,624149416.41549,Basic service
sdg,Central and Southern Asia,rural,Drinking water,2014,33.71338,411893327.80902,Basic service
sdg,Central and Southern Asia,urban,Drinking water,2014,32.85942,212256098.97558,Basic service
sdg,Central and Southern Asia,total,Drinking water,2014,1.72531,32223640.048,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2014,2.13336,26064291.46747,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2014,0.95353,6159349.23377,Limited service
sdg,Central and Southern Asia,total,Drinking water,2014,57.0776,1066039655.43993,Safely managed service
sdg,Central and Southern Asia,rural,Drinking water,2014,54.13751,661425190.88809,Safely managed service
sdg,Central and Southern Asia,urban,Drinking water,2014,62.63847,404614481.22258,Safely managed service
sdg,Central and Southern Asia,total,Drinking water,2014,1.40554,26251292.83402,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2014,1.96551,24013648.0421,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2014,0.34641,2237645.39225,Surface water
sdg,Central and Southern Asia,total,Drinking water,2014,6.37352,119038296.26443,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2014,8.05024,98353827.38707,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2014,3.20217,20684471.83142,Unimproved
sdg,Central and Southern Asia,total,Hygiene,2015,58.16124,1100418493.91712,Basic service
sdg,Central and Southern Asia,rural,Hygiene,2015,47.45693,583818709.40174,Basic service
sdg,Central and Southern Asia,urban,Hygiene,2015,78.0591,516599780.7943,Basic service
sdg,Central and Southern Asia,total,Hygiene,2015,37.32596,706212280.74943,Limited service
sdg,Central and Southern Asia,rural,Hygiene,2015,47.01459,578376942.4414,Limited service
sdg,Central and Southern Asia,urban,Hygiene,2015,19.31614,127835337.04016,Limited service
sdg,Central and Southern Asia,total,Hygiene,2015,4.51279,85382686.9859,No handwashing facility
sdg,Central and Southern Asia,rural,Hygiene,2015,5.52848,68011828.01624,No handwashing facility
sdg,Central and Southern Asia,urban,Hygiene,2015,2.62477,17370858.8055,No handwashing facility
sdg,Central and Southern Asia,total,Sanitation,2015,57.09958,1080331798.13897,At least basic
sdg,Central and Southern Asia,urban,Sanitation,2015,71.66012,474250975.69805,At least basic
sdg,Central and Southern Asia,rural,Sanitation,2015,13.72351,168827643.2186,Basic service
sdg,Central and Southern Asia,total,Sanitation,2015,11.87823,224737678.87681,Limited service
sdg,Central and Southern Asia,rural,Sanitation,2015,8.55662,105264152.33144,Limited service
sdg,Central and Southern Asia,urban,Sanitation,2015,18.05265,119473525.70809,Limited service
sdg,Central and Southern Asia,total,Sanitation,2015,23.68333,448091853.42759,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2015,33.77777,415536676.98862,Open defecation
sdg,Central and Southern Asia,urban,Sanitation,2015,4.91914,32555175.9017,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2015,35.54304,437253175.75032,Safely managed service
sdg,Central and Southern Asia,total,Sanitation,2015,7.33886,138852126.55663,Unimproved
sdg,Central and Southern Asia,rural,Sanitation,2015,8.39906,103325831.57162,Unimproved
sdg,Central and Southern Asia,urban,Sanitation,2015,5.36808,35526299.33344,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2015,32.96256,623656117.51523,Basic service
sdg,Central and Southern Asia,rural,Drinking water,2015,32.74877,402877784.77808,Basic service
sdg,Central and Southern Asia,urban,Drinking water,2015,33.35998,220778331.02333,Basic service
sdg,Central and Southern Asia,total,Drinking water,2015,1.4783,27969646.06744,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2015,1.83552,22580675.12796,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2015,0.81428,5388970.88773,Limited service
sdg,Central and Southern Asia,total,Drinking water,2015,58.21002,1101341416.96327,Safely managed service
sdg,Central and Southern Asia,rural,Drinking water,2015,55.98353,688713616.63979,Safely managed service
sdg,Central and Southern Asia,urban,Drinking water,2015,62.34876,412627797.17261,Safely managed service
sdg,Central and Southern Asia,total,Drinking water,2015,1.33328,25225925.24786,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2015,1.86854,22986903.7692,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2015,0.33832,2239021.44543,Surface water
sdg,Central and Southern Asia,total,Drinking water,2015,6.01583,113820351.20809,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2015,7.56364,93048499.54434,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2015,3.13866,20771856.11151,Unimproved
sdg,Central and Southern Asia,total,Hygiene,2016,58.27309,1116544118.4121,Basic service
sdg,Central and Southern Asia,rural,Hygiene,2016,47.46369,587670716.07823,Basic service
sdg,Central and Southern Asia,urban,Hygiene,2016,78.01568,528873405.08359,Basic service
sdg,Central and Southern Asia,total,Hygiene,2016,37.22717,713292923.45011,Limited service
sdg,Central and Southern Asia,rural,Hygiene,2016,47.01072,582062252.27126,Limited service
sdg,Central and Southern Asia,urban,Hygiene,2016,19.35823,131230673.37945,Limited service
sdg,Central and Southern Asia,total,Hygiene,2016,4.49973,86217364.67391,No handwashing facility
sdg,Central and Southern Asia,rural,Hygiene,2016,5.52559,68414916.05676,No handwashing facility
sdg,Central and Southern Asia,urban,Hygiene,2016,2.62609,17802448.88004,No handwashing facility
sdg,Central and Southern Asia,total,Sanitation,2016,59.25,1135262226.9496,At least basic
sdg,Central and Southern Asia,urban,Sanitation,2016,72.62497,492329406.99596,At least basic
sdg,Central and Southern Asia,rural,Sanitation,2016,14.32272,177336443.48896,Basic service
sdg,Central and Southern Asia,total,Sanitation,2016,12.17333,233247591.3696,Limited service
sdg,Central and Southern Asia,rural,Sanitation,2016,8.80618,109033582.14097,Limited service
sdg,Central and Southern Asia,urban,Sanitation,2016,18.32318,124214009.77324,Limited service
sdg,Central and Southern Asia,total,Sanitation,2016,21.50396,412027548.75625,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2016,31.0838,384863394.25507,Open defecation
sdg,Central and Southern Asia,urban,Sanitation,2016,4.00707,27164155.87663,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2016,37.60426,465596379.35713,Safely managed service
sdg,Central and Southern Asia,total,Sanitation,2016,7.07272,135517072.92646,Unimproved
sdg,Central and Southern Asia,rural,Sanitation,2016,8.18304,101318085.16412,Unimproved
sdg,Central and Southern Asia,urban,Sanitation,2016,5.04479,34198954.69792,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2016,32.51154,622938793.52693,Basic service
sdg,Central and Southern Asia,rural,Drinking water,2016,31.77299,393396549.13425,Basic service
sdg,Central and Southern Asia,urban,Drinking water,2016,33.86046,229542246.06822,Basic service
sdg,Central and Southern Asia,total,Drinking water,2016,1.22874,23543340.3284,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2016,1.53229,18972018.74379,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2016,0.67433,4571321.65716,Limited service
sdg,Central and Southern Asia,total,Drinking water,2016,59.33779,1136944399.04362,Safely managed service
sdg,Central and Southern Asia,rural,Drinking water,2016,57.84714,716233144.11855,Safely managed service
sdg,Central and Southern Asia,urban,Drinking water,2016,62.06036,420711257.97882,Safely managed service
sdg,Central and Southern Asia,total,Drinking water,2016,1.26109,24163096.52359,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2016,1.77084,21925679.28949,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2016,0.33005,2237417.31296,Surface water
sdg,Central and Southern Asia,total,Drinking water,2016,5.66084,108464810.57747,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2016,7.07674,87620493.12017,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2016,3.0748,20844284.32658,Unimproved
sdg,Central and Southern Asia,total,Hygiene,2017,58.38168,1132502056.27472,Basic service
sdg,Central and Southern Asia,rural,Hygiene,2017,47.46476,591201112.64698,Basic service
sdg,Central and Southern Asia,urban,Hygiene,2017,77.96735,541300928.33267,Basic service
sdg,Central and Southern Asia,total,Hygiene,2017,37.12723,720202979.39895,Limited service
sdg,Central and Southern Asia,rural,Hygiene,2017,47.00689,585498149.72107,Limited service
sdg,Central and Southern Asia,urban,Hygiene,2017,19.40248,134704815.17471,Limited service
sdg,Central and Southern Asia,total,Hygiene,2017,4.49109,87119224.3506,No handwashing facility
sdg,Central and Southern Asia,rural,Hygiene,2017,5.52835,68858838.6632,No handwashing facility
sdg,Central and Southern Asia,urban,Hygiene,2017,2.63017,18260383.977,No handwashing facility
sdg,Central and Southern Asia,total,Sanitation,2017,61.39932,1191038956.27436,At least basic
sdg,Central and Southern Asia,urban,Sanitation,2017,73.63795,511243343.47675,At least basic
sdg,Central and Southern Asia,rural,Sanitation,2017,14.90914,185701970.2851,Basic service
sdg,Central and Southern Asia,total,Sanitation,2017,12.45909,241684429.4223,Limited service
sdg,Central and Southern Asia,rural,Sanitation,2017,9.06504,112910288.07095,Limited service
sdg,Central and Southern Asia,urban,Sanitation,2017,18.54824,128774138.39048,Limited service
sdg,Central and Southern Asia,total,Sanitation,2017,19.71083,382355449.90752,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2017,28.94027,360467856.72795,Open defecation
sdg,Central and Southern Asia,urban,Sanitation,2017,3.15262,21887584.34852,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2017,39.66845,494093625.10486,Safely managed service
sdg,Central and Southern Asia,total,Sanitation,2017,6.43076,124745425.39583,Unimproved
sdg,Central and Southern Asia,rural,Sanitation,2017,7.41711,92384360.84363,Unimproved
sdg,Central and Southern Asia,urban,Sanitation,2017,4.66119,32361061.26932,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2017,32.11216,622919466.12413,Basic service
sdg,Central and Southern Asia,rural,Drinking water,2017,30.85333,384296157.41717,Basic service
sdg,Central and Southern Asia,urban,Drinking water,2017,34.37058,238623298.94773,Basic service
sdg,Central and Southern Asia,total,Drinking water,2017,0.96986,18813602.46184,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2017,1.21844,15176380.22746,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2017,0.52389,3637221.858,Limited service
sdg,Central and Southern Asia,total,Drinking water,2017,60.41836,1172010093.22132,Safely managed service
sdg,Central and Southern Asia,rural,Drinking water,2017,59.66296,743136798.11319,Safely managed service
sdg,Central and Southern Asia,urban,Drinking water,2017,61.77361,428873276.28643,Safely managed service
sdg,Central and Southern Asia,total,Drinking water,2017,1.18676,23021009.97213,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2017,1.67495,20862414.58764,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2017,0.31092,2158594.87234,Surface water
sdg,Central and Southern Asia,total,Drinking water,2017,5.31286,103060089.22058,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2017,6.59033,82086350.68704,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2017,3.02099,20973735.52126,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2000,28.9217,589145130.27579,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2000,19.58718,235536568.12047,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2000,52.89355,441412884.31106,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2000,4.63168,94349024.0982,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2000,3.3685,40506322.12278,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2000,6.45185,53842701.9708,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2000,7.23603,147400515.00663,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2000,10.73679,129110330.66473,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2000,2.19167,18290183.69024,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2000,31.6236,644183749.10347,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2000,27.16267,326632148.92016,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2000,27.53012,229747277.62847,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2000,27.58698,561956280.51387,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2000,39.14487,470718612.91405,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2000,10.93281,91237634.79006,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2000,81.47896,1659754590.78648,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2000,71.04766,854350899.50242,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2000,5.88813,49138227.71914,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2000,1.03245,21031385.82906,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2000,1.13955,13703110.99796,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2000,0.87813,7328274.78301,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2000,90.62165,756265462.07133,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2000,3.46163,70514683.05572,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2000,5.51923,66369014.88862,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2000,0.49677,4145667.81083,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2000,14.02696,285734039.32874,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2000,22.29356,268080957.3532,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2000,2.11533,17653050.00548,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2001,29.19749,599518347.3992,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2001,19.6101,233628025.77804,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2001,53.34901,459844881.7951,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2001,4.76759,97893874.84333,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2001,3.54689,42256404.23856,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2001,6.45479,55637470.1808,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2001,7.01367,144013131.20279,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2001,10.56265,125839808.64639,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2001,2.10838,18173322.54436,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2001,32.03996,657883369.83611,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2001,27.35202,325862549.04265,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2001,27.61931,238066255.32079,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2001,26.9813,554012845.72064,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2001,38.92834,463778937.47405,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2001,10.4685,90233878.1277,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2001,81.91178,1681912328.10848,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2001,71.28334,849245322.81798,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2001,5.88605,50735176.60557,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2001,1.01282,20796484.10547,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2001,1.1232,13381383.05252,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2001,0.86026,7415101.00511,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2001,90.716,781931822.57094,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2001,3.36373,69068103.42488,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2001,5.44879,64915063.70489,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2001,0.48182,4153039.75968,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2001,13.71167,281544653.36117,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2001,22.14467,263823955.6043,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2001,2.05587,17720668.02832,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2002,30.38942,628893459.79175,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2002,21.08007,248297479.78497,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2002,53.80819,479738275.99909,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2002,4.95753,102593588.40022,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2002,3.79786,44734100.68752,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2002,6.48961,57859484.8613,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2002,6.67161,138065472.16199,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2002,10.19597,120096105.59465,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2002,2.01547,17969362.67996,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2002,32.48645,672290527.3648,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2002,27.71927,326499057.92287,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2002,27.66455,246649137.27509,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2002,25.49499,527605794.28124,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2002,37.20683,438250993.15842,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2002,10.02218,89354819.10555,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2002,82.86645,1714878844.22971,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2002,72.40397,852830236.50511,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2002,5.59307,49866163.6382,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2002,0.99417,20573806.07504,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2002,1.14541,13491557.87133,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2002,0.79436,7082247.62762,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2002,91.09564,812182396.33182,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2002,3.23786,67005939.80061,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2002,5.34381,62943526.27449,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2002,0.45565,4062411.63699,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2002,12.90151,266990251.89465,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2002,21.10681,248612416.49868,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2002,2.06129,18377860.68725,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2003,30.44705,634949844.03795,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2003,22.00796,256146957.01965,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2003,52.5917,484653557.51474,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2003,5.12431,106863572.47686,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2003,4.04591,47089712.12504,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2003,6.4863,59773862.50463,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2003,6.34306,132279654.2034,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2003,9.84272,114557772.37482,Open defecation
