Entity,Code,Year,GrossEnrolmentRatio
East Asia & Pacific (all income levels),,1988,44.19099045
East Asia & Pacific (all income levels),,1989,44.49785995
East Asia & Pacific (all income levels),,1990,44.3628006
East Asia & Pacific (all income levels),,1991,46.04253006
East Asia & Pacific (all income levels),,1992,48.32609177
East Asia & Pacific (all income levels),,1993,50.45386887
East Asia & Pacific (all income levels),,1994,52.19054031
East Asia & Pacific (all income levels),,1995,55.35480881
East Asia & Pacific (all income levels),,1996,58.77170181
East Asia & Pacific (all income levels),,1997,61.09994888
East Asia & Pacific (all income levels),,1998,62.19598007
East Asia & Pacific (all income levels),,1999,62.96358109
East Asia & Pacific (all income levels),,2000,62.96728897
East Asia & Pacific (all income levels),,2001,62.83182907
East Asia & Pacific (all income levels),,2002,63.14490891
East Asia & Pacific (all income levels),,2003,64.61106873
East Asia & Pacific (all income levels),,2004,66.10997772
East Asia & Pacific (all income levels),,2005,67.22396851
East Asia & Pacific (all income levels),,2006,69.1570282
East Asia & Pacific (all income levels),,2007,72.90480804
East Asia & Pacific (all income levels),,2008,75.50861359
East Asia & Pacific (all income levels),,2009,78.6416626
East Asia & Pacific (all income levels),,2010,81.50263214
East Asia & Pacific (all income levels),,2011,84.32813263
East Asia & Pacific (all income levels),,2012,86.33956146
East Asia & Pacific (all income levels),,2013,88.86734772
East Asia & Pacific (all income levels),,2014,87.93482208
Ecuador,ECU,1971,25.40979004
Ecuador,ECU,1972,27.41175079
Ecuador,ECU,1973,29.85483932
Ecuador,ECU,1974,32.56245041
Ecuador,ECU,1975,35.63124084
Ecuador,ECU,1976,39.48117828
Ecuador,ECU,1977,42.64374924
Ecuador,ECU,1978,44.90975952
Ecuador,ECU,1979,47.16395187
Ecuador,ECU,1980,49.73735046
Ecuador,ECU,1981,52.91323853
Ecuador,ECU,1982,55.23788834
Ecuador,ECU,1983,57.02272034
Ecuador,ECU,1984,54.20695877
Ecuador,ECU,1985,57.78911972
Ecuador,ECU,1986,57.72071838
Ecuador,ECU,1987,58.14619827
Ecuador,ECU,1988,58.76834106
Ecuador,ECU,1990,58.34104156
Ecuador,ECU,1991,56.99473953
Ecuador,ECU,1992,58.05987167
Ecuador,ECU,1993,57.41419983
Ecuador,ECU,1996,54.31393814
Ecuador,ECU,1998,56.52033997
Ecuador,ECU,1999,57.95600891
Ecuador,ECU,2000,57.84692001
Ecuador,ECU,2001,58.0689888
Ecuador,ECU,2002,59.01779175
Ecuador,ECU,2003,58.56803894
Ecuador,ECU,2004,59.22438812
Ecuador,ECU,2005,61.87860107
Ecuador,ECU,2006,64.19695282
Ecuador,ECU,2007,65.91542053
Ecuador,ECU,2010,83.51435852
Ecuador,ECU,2011,83.46508789
Ecuador,ECU,2012,85.45838928
Ecuador,ECU,2013,102.0647736
Ecuador,ECU,2014,104.203743
Egypt,EGY,1971,31.68157959
Egypt,EGY,1972,33.09487915
Egypt,EGY,1973,34.32910919
Egypt,EGY,1974,35.44615936
Egypt,EGY,1975,38.45500946
Egypt,EGY,1976,41.10757065
Egypt,EGY,1977,44.53742981
Egypt,EGY,1978,46.76805115
Egypt,EGY,1979,48.10206985
Egypt,EGY,1980,49.22822952
Egypt,EGY,1981,50.2447319
Egypt,EGY,1982,52.32275009
Egypt,EGY,1983,54.39051056
Egypt,EGY,1984,56.44580078
Egypt,EGY,1985,58.54682159
Egypt,EGY,1986,61.51377106
Egypt,EGY,1987,64.3463974
Egypt,EGY,1988,64.67469788
Egypt,EGY,1989,63.90211868
Egypt,EGY,1990,75.25679016
Egypt,EGY,1991,75.33265686
Egypt,EGY,1992,69.57113647
Egypt,EGY,1993,69.82633209
Egypt,EGY,1994,74.71521759
Egypt,EGY,1995,72.20411682
Egypt,EGY,1996,69.71739197
Egypt,EGY,1997,73.63287354
Egypt,EGY,1999,79.08142853
Egypt,EGY,2000,80.51473236
Egypt,EGY,2001,81.65100098
Egypt,EGY,2002,81.06118011
Egypt,EGY,2003,80.98999786
Egypt,EGY,2004,80.79295349
Egypt,EGY,2009,68.79331207
Egypt,EGY,2010,71.50567627
Egypt,EGY,2011,81.67791748
Egypt,EGY,2012,83.63410187
Egypt,EGY,2013,85.72505951
Egypt,EGY,2014,86.10231781
El Salvador,SLV,1970,20.92786026
El Salvador,SLV,1971,20.48166084
El Salvador,SLV,1972,24.00694084
El Salvador,SLV,1973,23.76976967
El Salvador,SLV,1974,28.03161049
El Salvador,SLV,1975,30.19931984
El Salvador,SLV,1976,32.57328033
El Salvador,SLV,1977,33.67203903
El Salvador,SLV,1978,35.67662048
El Salvador,SLV,1979,37.780159
El Salvador,SLV,1980,34.15721893
El Salvador,SLV,1983,36.24240875
El Salvador,SLV,1984,36.59801102
El Salvador,SLV,1988,40.00032043
El Salvador,SLV,1989,39.5223999
El Salvador,SLV,1991,39.74546814
El Salvador,SLV,1992,42.21022034
El Salvador,SLV,1993,45.09138107
El Salvador,SLV,1998,56.03755951
El Salvador,SLV,1999,56.60890961
El Salvador,SLV,2000,58.49634171
El Salvador,SLV,2001,60.13507843
El Salvador,SLV,2002,63.06100845
El Salvador,SLV,2003,65.95671082
El Salvador,SLV,2004,69.2184906
El Salvador,SLV,2005,68.53398132
El Salvador,SLV,2006,68.24401855
El Salvador,SLV,2007,68.35095215
El Salvador,SLV,2008,68.16110229
El Salvador,SLV,2009,69.74996948
El Salvador,SLV,2010,72.02085114
El Salvador,SLV,2011,74.83489227
El Salvador,SLV,2012,77.14466858
El Salvador,SLV,2013,78.10784149
El Salvador,SLV,2014,81.1161499
Equatorial Guinea,GNQ,1971,14.02322006
Equatorial Guinea,GNQ,1976,10.62685013
Equatorial Guinea,GNQ,1980,6.122399807
Equatorial Guinea,GNQ,1983,8.777779579
Equatorial Guinea,GNQ,1993,41.83166885
Equatorial Guinea,GNQ,1994,37.69594955
Equatorial Guinea,GNQ,1999,32.27862167
Equatorial Guinea,GNQ,2000,30.56900978
Equatorial Guinea,GNQ,2001,26.9594593
Equatorial Guinea,GNQ,2002,26.71907997
Equatorial Guinea,GNQ,2005,27.37130928
Eritrea,ERI,1993,13.39729023
Eritrea,ERI,1994,14.32487011
Eritrea,ERI,1995,15.21483994
Eritrea,ERI,1996,15.98455048
Eritrea,ERI,1997,17.10342979
Eritrea,ERI,1999,20.46221924
Eritrea,ERI,2000,23.0205307
Eritrea,ERI,2001,23.27882957
Eritrea,ERI,2002,24.26207924
Eritrea,ERI,2003,25.05005074
Eritrea,ERI,2004,25.69714928
Eritrea,ERI,2005,28.46809959
Eritrea,ERI,2006,29.92034912
Eritrea,ERI,2007,29.02909088
Eritrea,ERI,2008,30.87355995
Eritrea,ERI,2009,32.85860062
Eritrea,ERI,2010,34.10422897
Eritrea,ERI,2011,35.3205986
Eritrea,ERI,2012,36.54611969
Eritrea,ERI,2013,35.51931
Estonia,EST,1986,99.116539
Estonia,EST,1989,86.17162323
Estonia,EST,1990,104.7041702
Estonia,EST,1991,102.0956192
Estonia,EST,1992,101.7918777
Estonia,EST,1993,97.34333038
Estonia,EST,1994,99.03459167
Estonia,EST,1995,102.4437027
Estonia,EST,1996,92.83760071
Estonia,EST,1998,94.37464905
Estonia,EST,1999,93.71411133
Estonia,EST,2000,93.8263092
Estonia,EST,2001,94.95307159
Estonia,EST,2002,97.6813736
Estonia,EST,2003,97.66770172
Estonia,EST,2004,100.085289
Estonia,EST,2005,102.7899323
Estonia,EST,2006,103.1119003
Estonia,EST,2007,103.2343292
Estonia,EST,2008,102.2669373
Estonia,EST,2009,102.7461014
Estonia,EST,2010,105.2962418
Estonia,EST,2011,107.3662872
Estonia,EST,2012,107.5298462
Estonia,EST,2013,108.5829391
Eswatini,SWZ,1970,16.30878067
Eswatini,SWZ,1971,17.95766068
Eswatini,SWZ,1972,20.74173927
Eswatini,SWZ,1973,23.4219799
Eswatini,SWZ,1974,26.01981926
Eswatini,SWZ,1975,28.36160088
Eswatini,SWZ,1976,29.2147007
Eswatini,SWZ,1977,31.31555939
Eswatini,SWZ,1978,32.14001083
Eswatini,SWZ,1979,33.23237991
Eswatini,SWZ,1980,33.71802902
Eswatini,SWZ,1985,37.59532166
Eswatini,SWZ,1992,49.29288101
Eswatini,SWZ,1993,46.67544937
Eswatini,SWZ,1994,47.09931183
Eswatini,SWZ,1995,47.19409943
Eswatini,SWZ,1996,47.33686829
Eswatini,SWZ,1998,45.78504181
Eswatini,SWZ,1999,44.48611832
Eswatini,SWZ,2000,41.92039871
Eswatini,SWZ,2001,42.0289917
Eswatini,SWZ,2002,42.11219025
Eswatini,SWZ,2003,41.41442871
Eswatini,SWZ,2004,44.75650024
Eswatini,SWZ,2005,46.62028885
Eswatini,SWZ,2006,50.33872986
Eswatini,SWZ,2007,53.98738098
Eswatini,SWZ,2009,53.99372101
Eswatini,SWZ,2010,57.97357941
Eswatini,SWZ,2011,59.9112587
Eswatini,SWZ,2012,60.67129135
Eswatini,SWZ,2013,62.99311829
Ethiopia,ETH,1971,3.807189941
Ethiopia,ETH,1972,4.104169846
Ethiopia,ETH,1973,4.535009861
Ethiopia,ETH,1974,4.975230217
Ethiopia,ETH,1984,12.48635006
Ethiopia,ETH,1986,12.98456001
Ethiopia,ETH,1987,14.05307007
Ethiopia,ETH,1988,15.2760601
Ethiopia,ETH,1989,15.21350002
Ethiopia,ETH,1991,13.89031029
Ethiopia,ETH,1992,12.15804005
Ethiopia,ETH,1993,10.83304024
Ethiopia,ETH,1994,10.46835041
Ethiopia,ETH,1995,10.50162983
Ethiopia,ETH,1996,10.85953045
Ethiopia,ETH,1999,12.3886404
Ethiopia,ETH,2000,13.50220013
Ethiopia,ETH,2001,16.38871002
Ethiopia,ETH,2002,18.60766983
Ethiopia,ETH,2003,19.49935913
Ethiopia,ETH,2004,21.91142082
Ethiopia,ETH,2005,24.75036049
Ethiopia,ETH,2006,28.83949089
Ethiopia,ETH,2007,31.98987007
Ethiopia,ETH,2008,33.20386887
Ethiopia,ETH,2009,33.4888916
Ethiopia,ETH,2010,34.80821991
Ethiopia,ETH,2011,36.04822922
Ethiopia,ETH,2012,36.23122025
Euro area,,1970,77.66123199
Euro area,,1971,77.72315216
Euro area,,1972,78.89408112
Euro area,,1973,80.77632904
Euro area,,1974,82.49897003
Euro area,,1975,83.10044861
Euro area,,1976,84.14539337
Euro area,,1977,85.30825043
Euro area,,1978,85.8752594
Euro area,,1979,86.50164795
Euro area,,1980,87.06922913
Euro area,,1981,87.17601013
Euro area,,1982,87.66156769
Euro area,,1983,88.33013153
Euro area,,1984,88.86438751
Euro area,,1985,89.69200134
Euro area,,1986,91.71289825
Euro area,,1987,92.73184967
Euro area,,1988,93.18092346
Euro area,,1989,93.8416214
Euro area,,1990,94.35536194
Euro area,,1991,95.92407227
Euro area,,1992,98.08338165
Euro area,,1993,101.788269
Euro area,,1994,105.468071
Euro area,,1995,105.9626007
Euro area,,1996,106.0943069
Euro area,,1997,105.4736023
Euro area,,1998,102.1983566
Euro area,,1999,102.379097
Euro area,,2000,103.1263199
Euro area,,2001,104.4018021
Euro area,,2002,105.3651276
Euro area,,2003,105.982933
Euro area,,2004,104.1694183
Euro area,,2005,105.7818222
Euro area,,2006,106.07724
Euro area,,2007,106.01297
Euro area,,2008,106.535408
Euro area,,2009,106.6257095
Euro area,,2010,107.9231415
Euro area,,2011,108.5455093
Euro area,,2012,108.7402267
Euro area,,2013,111.4883881
Euro area,,2014,111.4196625
Europe & Central Asia,,1970,85.18144226
Europe & Central Asia,,1971,85.19078064
Europe & Central Asia,,1972,85.78250885
Europe & Central Asia,,1973,86.35810089
Europe & Central Asia,,1974,86.69513702
Europe & Central Asia,,1975,87.14356232
Europe & Central Asia,,1976,87.4196167
Europe & Central Asia,,1977,87.73486328
Europe & Central Asia,,1978,87.92121124
Europe & Central Asia,,1979,87.83892822
Europe & Central Asia,,1980,88.05496979
Europe & Central Asia,,1981,87.88050079
Europe & Central Asia,,1982,88.14134979
Europe & Central Asia,,1983,88.43895721
Europe & Central Asia,,1984,88.8264389
Europe & Central Asia,,1985,89.39994049
Europe & Central Asia,,1986,90.10498047
Europe & Central Asia,,1987,90.22309113
Europe & Central Asia,,1988,90.29161835
Europe & Central Asia,,1989,89.93222046
Europe & Central Asia,,1990,89.22801208
Europe & Central Asia,,1991,87.6445694
Europe & Central Asia,,1992,86.17118073
Europe & Central Asia,,1993,84.74185181
Europe & Central Asia,,1994,83.73635864
Europe & Central Asia,,1995,84.39395905
Europe & Central Asia,,1996,84.29872131
Europe & Central Asia,,1997,84.42048645
Europe & Central Asia,,1998,85.45717621
Europe & Central Asia,,1999,86.82303619
Europe & Central Asia,,2000,87.43932343
Europe & Central Asia,,2001,89.64295197
Europe & Central Asia,,2002,90.97454071
Europe & Central Asia,,2003,91.82260132
Europe & Central Asia,,2004,89.0821228
Europe & Central Asia,,2005,86.89846802
Europe & Central Asia,,2006,88.06999207
Europe & Central Asia,,2007,89.24423218
Europe & Central Asia,,2008,89.32610321
Europe & Central Asia,,2009,88.2203064
Europe & Central Asia,,2010,90.31954193
Europe & Central Asia,,2011,92.28066254
Europe & Central Asia,,2012,92.93562317
Europe & Central Asia,,2013,97.68572235
Europe & Central Asia,,2014,98.39228821
Europe & Central Asia (all income levels),,1970,81.2873764
Europe & Central Asia (all income levels),,1971,81.3061676
Europe & Central Asia (all income levels),,1972,81.98845673
Europe & Central Asia (all income levels),,1973,83.04341125
Europe & Central Asia (all income levels),,1974,84.09497833
Europe & Central Asia (all income levels),,1975,84.61792755
Europe & Central Asia (all income levels),,1976,85.20552826
Europe & Central Asia (all income levels),,1977,85.91179657
Europe & Central Asia (all income levels),,1978,86.30223083
Europe & Central Asia (all income levels),,1979,86.64762115
Europe & Central Asia (all income levels),,1980,87.02741241
Europe & Central Asia (all income levels),,1981,87.16011047
Europe & Central Asia (all income levels),,1982,87.58776093
Europe & Central Asia (all income levels),,1983,88.00765991
Europe & Central Asia (all income levels),,1984,88.36569977
Europe & Central Asia (all income levels),,1985,89.01052094
Europe & Central Asia (all income levels),,1986,90.21475983
Europe & Central Asia (all income levels),,1987,90.69702148
Europe & Central Asia (all income levels),,1988,90.9022522
Europe & Central Asia (all income levels),,1989,91.00327301
Europe & Central Asia (all income levels),,1990,90.90014648
Europe & Central Asia (all income levels),,1991,90.73455811
Europe & Central Asia (all income levels),,1992,90.81656647
Europe & Central Asia (all income levels),,1993,92.41081238
Europe & Central Asia (all income levels),,1994,93.36019135
Europe & Central Asia (all income levels),,1995,93.74960327
Europe & Central Asia (all income levels),,1996,93.66446686
Europe & Central Asia (all income levels),,1997,93.41372681
Europe & Central Asia (all income levels),,1998,92.89655304
Europe & Central Asia (all income levels),,1999,93.89855194
Europe & Central Asia (all income levels),,2000,94.56568146
Europe & Central Asia (all income levels),,2001,96.275383
Europe & Central Asia (all income levels),,2002,97.45227814
Europe & Central Asia (all income levels),,2003,98.18527985
Europe & Central Asia (all income levels),,2004,95.6700592
Europe & Central Asia (all income levels),,2005,95.24150085
Europe & Central Asia (all income levels),,2006,95.59121704
Europe & Central Asia (all income levels),,2007,96.16500854
Europe & Central Asia (all income levels),,2008,96.50702667
Europe & Central Asia (all income levels),,2009,96.04889679
Europe & Central Asia (all income levels),,2010,97.85806274
Europe & Central Asia (all income levels),,2011,98.52926636
Europe & Central Asia (all income levels),,2012,98.92729187
Europe & Central Asia (all income levels),,2013,105.3519516
Europe & Central Asia (all income levels),,2014,105.9635162
European Union,,1970,77.26464844
European Union,,1971,77.2904892
European Union,,1972,78.06404877
European Union,,1973,79.66419983
European Union,,1974,81.41551208
European Union,,1975,82.13793182
European Union,,1976,83.01965332
European Union,,1977,84.16098022
European Union,,1978,84.76584625
European Union,,1979,85.44023895
European Union,,1980,85.99368286
European Union,,1981,86.42259216
European Union,,1982,87.03978729
European Union,,1983,87.60738373
European Union,,1984,88.00731659
European Union,,1985,88.77308655
European Union,,1986,90.50409698
European Union,,1987,91.40341949
European Union,,1988,91.86702728
European Union,,1989,92.49275208
European Union,,1990,92.95342255
European Union,,1991,93.45918274
European Union,,1992,94.58306122
European Union,,1993,98.71808624
European Union,,1994,101.3521576
European Union,,1995,101.641037
European Union,,1996,101.8824463
European Union,,1997,101.5084915
European Union,,1998,99.48906708
European Union,,1999,100.2487793
European Union,,2000,101.1093369
European Union,,2001,102.310257
European Union,,2002,103.3810806
European Union,,2003,103.7268372
European Union,,2004,101.641243
European Union,,2005,103.1357498
European Union,,2006,102.5145493
European Union,,2007,102.5453873
European Union,,2008,103.2873535
European Union,,2009,103.6776581
European Union,,2010,105.0839005
European Union,,2011,104.4131012
European Union,,2012,104.4581604
European Union,,2013,112.4467926
European Union,,2014,112.7937393
Fiji,FJI,1970,52.0486908
Fiji,FJI,1971,55.01047134
Fiji,FJI,1972,58.84869003
Fiji,FJI,1973,61.4642601
Fiji,FJI,1974,64.35695648
Fiji,FJI,1975,66.6167984
Fiji,FJI,1976,69.79434204
Fiji,FJI,1977,72.70178986
Fiji,FJI,1978,74.02015686
Fiji,FJI,1979,74.32737732
Fiji,FJI,1980,71.79221344
Fiji,FJI,1981,70.39405823
Fiji,FJI,1983,71.23345184
Fiji,FJI,1984,71.67579651
Fiji,FJI,1985,69.72241974
Fiji,FJI,1986,71.4453125
Fiji,FJI,1987,73.50048828
Fiji,FJI,1991,76.69917297
Fiji,FJI,1992,80.75273132
Fiji,FJI,1998,78.76780701
Fiji,FJI,1999,78.3443222
Fiji,FJI,2000,78.34345245
Fiji,FJI,2001,79.06707764
Fiji,FJI,2002,82.34590149
Fiji,FJI,2003,86.04210663
Fiji,FJI,2004,90.84942627
Fiji,FJI,2006,91.00837708
Fiji,FJI,2007,89.15940094
Fiji,FJI,2008,87.86987305
Fiji,FJI,2009,86.8852005
Fiji,FJI,2011,90.92162323
Fiji,FJI,2012,88.66825104
Finland,FIN,1971,101.8369675
Finland,FIN,1972,105.864563
Finland,FIN,1973,106.2161484
Finland,FIN,1974,107.1552277
Finland,FIN,1975,106.2832413
Finland,FIN,1976,88.57550049
Finland,FIN,1977,91.81073761
Finland,FIN,1978,94.11434937
Finland,FIN,1979,96.91591644
Finland,FIN,1980,98.29839325
Finland,FIN,1981,99.66175079
Finland,FIN,1982,100.7173386
Finland,FIN,1983,101.1121902
Finland,FIN,1984,103.9941101
Finland,FIN,1985,104.9386826
Finland,FIN,1986,105.7277222
Finland,FIN,1987,105.999939
Finland,FIN,1988,108.2681808
Finland,FIN,1989,111.22509
Finland,FIN,1990,114.5749817
Finland,FIN,1991,116.4154434
Finland,FIN,1992,119.6727371
Finland,FIN,1993,116.5504227
Finland,FIN,1994,117.33992
Finland,FIN,1995,115.5559769
Finland,FIN,1996,115.9164505
Finland,FIN,1997,117.7493591
Finland,FIN,1998,117.6472778
Finland,FIN,1999,120.584877
Finland,FIN,2000,124.7591782
Finland,FIN,2001,127.3150101
Finland,FIN,2002,128.9834747
Finland,FIN,2003,131.7436981
Finland,FIN,2004,110.912468
Finland,FIN,2005,111.971077
Finland,FIN,2006,111.6135483
Finland,FIN,2007,110.3290863
Finland,FIN,2008,108.7442703
Finland,FIN,2009,107.4237976
Finland,FIN,2010,107.2725906
Finland,FIN,2011,107.4782181
Finland,FIN,2012,107.4859009
Finland,FIN,2013,143.2185669
Finland,FIN,2014,145.4836884
France,FRA,1971,74.31257629
France,FRA,1972,77.89969635
France,FRA,1973,80.94547272
France,FRA,1974,85.18002319
France,FRA,1975,83.35088348
France,FRA,1976,81.71296692
France,FRA,1977,82.70623779
France,FRA,1978,82.41478729
France,FRA,1979,82.99701691
France,FRA,1980,83.84619141
France,FRA,1981,84.43451691
France,FRA,1982,85.1280365
France,FRA,1983,86.5057373
France,FRA,1984,88.26863861
France,FRA,1985,89.82743835
France,FRA,1986,90.76171112
France,FRA,1987,91.88986206
France,FRA,1988,92.91132355
France,FRA,1989,94.60758209
France,FRA,1990,96.85092163
France,FRA,1991,101.4943466
France,FRA,1992,105.2577972
France,FRA,1993,105.8775024
France,FRA,1994,114.2034912
France,FRA,1995,114.2231216
France,FRA,1996,112.675972
France,FRA,1997,111.5293579
France,FRA,1998,110.5237503
France,FRA,1999,109.5567474
France,FRA,2000,108.7775497
France,FRA,2001,107.8806763
France,FRA,2002,107.7098999
France,FRA,2003,108.1762238
France,FRA,2004,107.9212036
France,FRA,2005,112.273819
France,FRA,2006,112.0745468
France,FRA,2007,111.8373489
France,FRA,2008,111.6255569
France,FRA,2009,111.1785202
France,FRA,2010,111.3268967
France,FRA,2011,111.2224121
France,FRA,2012,111.6653214
France,FRA,2013,110.9406509
France,FRA,2014,110.6440125
Gabon,GAB,1971,14.57394028
Gabon,GAB,1972,16.39299965
Gabon,GAB,1973,20.21134949
Gabon,GAB,1974,23.8905201
Gabon,GAB,1975,27.76140022
Gabon,GAB,1976,28.83826065
Gabon,GAB,1977,28.97763062
Gabon,GAB,1978,31.31665039
Gabon,GAB,1979,29.79590034
Gabon,GAB,1980,29.25927925
Gabon,GAB,1981,30.78808022
Gabon,GAB,1982,30.35281944
Gabon,GAB,1983,31.52858925
Gabon,GAB,1984,33.52928925
Gabon,GAB,1985,35.11682129
Gabon,GAB,1986,37.98685074
Gabon,GAB,1987,37.42176819
Gabon,GAB,1988,38.84886932
Gabon,GAB,1989,37.21559906
Gabon,GAB,1994,38.96736908
Gabon,GAB,1995,41.59262085
Gabon,GAB,1996,49.2206192
Gabon,GAB,1997,49.69792938
Gabon,GAB,1999,47.87279129
Gabon,GAB,2001,52.47724152
Gabon,GAB,2002,53.30363846
Gambia,GMB,1971,9.424650192
Gambia,GMB,1972,9.660420418
Gambia,GMB,1973,9.560520172
Gambia,GMB,1974,10.8335104
Gambia,GMB,1975,10.66219044
Gambia,GMB,1976,11.18056011
Gambia,GMB,1977,12.22255039
Gambia,GMB,1978,12.10245991
Gambia,GMB,1979,12.83061981
Gambia,GMB,1980,14.02595043
Gambia,GMB,1981,14.84276962
Gambia,GMB,1982,15.36460018
Gambia,GMB,1983,16.69622993
Gambia,GMB,1984,17.86112022
Gambia,GMB,1985,18.33485031
Gambia,GMB,1986,17.30781937
Gambia,GMB,1987,16.37342072
Gambia,GMB,1988,15.85223961
Gambia,GMB,1989,16.49860001
Gambia,GMB,1990,17.1861496
Gambia,GMB,1991,17.9575901
Gambia,GMB,1992,18.30080032
Gambia,GMB,1993,20.67291069
Gambia,GMB,1994,20.54857063
Gambia,GMB,1995,22.81446075
Gambia,GMB,1996,22.19602013
Gambia,GMB,2008,57.84135818
Gambia,GMB,2009,58.83488846
Gambia,GMB,2010,57.45183182
Georgia,GEO,1981,108.7726974
Georgia,GEO,1986,110.8194427
Georgia,GEO,1991,94.63809967
Georgia,GEO,1992,89.22403717
Georgia,GEO,1993,79.43840027
Georgia,GEO,1994,78.59108734
Georgia,GEO,1995,77.05422974
Georgia,GEO,1996,78.72911835
Georgia,GEO,1997,79.60311127
Georgia,GEO,1999,79.05136108
Georgia,GEO,2000,78.88179016
Georgia,GEO,2001,79.68182373
Georgia,GEO,2002,80.66030121
Georgia,GEO,2003,82.12241364
Georgia,GEO,2004,78.90624237
Georgia,GEO,2005,81.65640259
Georgia,GEO,2006,83.4852066
Georgia,GEO,2007,89.88330078
Georgia,GEO,2008,90.65106201
Georgia,GEO,2009,88.10632324
Georgia,GEO,2013,97.69384766
Georgia,GEO,2014,99.43003845
Germany,DEU,1991,99.48252106
Germany,DEU,1992,101.0082397
Germany,DEU,1993,105.6937332
Germany,DEU,1994,105.6930084
Germany,DEU,1995,104.8867035
Germany,DEU,1996,104.4343414
Germany,DEU,1997,104.1880112
Germany,DEU,1998,98.98327637
Germany,DEU,1999,99.10620117
Germany,DEU,2000,99.84454346
Germany,DEU,2001,100.6418304
Germany,DEU,2002,101.6411896
Germany,DEU,2003,102.0321426
Germany,DEU,2004,102.3894577
Germany,DEU,2005,102.5061035
Germany,DEU,2006,103.1978989
Germany,DEU,2007,102.510788
Germany,DEU,2008,103.5865936
Germany,DEU,2009,103.3261795
Germany,DEU,2010,103.9837036
Germany,DEU,2011,103.6433105
Germany,DEU,2012,102.8838806
Germany,DEU,2013,102.4776993
Germany,DEU,2014,102.429863
Ghana,GHA,1971,43.09191895
Ghana,GHA,1973,40.2865715
Ghana,GHA,1974,37.77883148
Ghana,GHA,1975,36.49879074
Ghana,GHA,1976,36.51174164
Ghana,GHA,1977,36.89284134
Ghana,GHA,1978,36.97428894
Ghana,GHA,1979,37.40385056
Ghana,GHA,1980,39.15269852
Ghana,GHA,1981,39.88875961
Ghana,GHA,1982,38.73028183
Ghana,GHA,1983,39.18666077
Ghana,GHA,1984,38.9911499
Ghana,GHA,1985,37.4695015
Ghana,GHA,1986,37.6069603
Ghana,GHA,1987,37.3788681
Ghana,GHA,1988,39.38183975
Ghana,GHA,1989,35.28493118
Ghana,GHA,1990,35.9474411
Ghana,GHA,1995,35.83971024
Ghana,GHA,1999,40.7394104
Ghana,GHA,2000,41.03656006
Ghana,GHA,2001,39.03168106
Ghana,GHA,2002,41.02407837
Ghana,GHA,2003,42.38943863
Ghana,GHA,2004,45.16622925
Ghana,GHA,2005,47.34027863
Ghana,GHA,2006,49.0484314
Ghana,GHA,2007,53.43077087
Ghana,GHA,2008,55.77962875
Ghana,GHA,2009,58.29423904
Ghana,GHA,2011,57.08298874
Ghana,GHA,2012,58.13869095
Ghana,GHA,2013,61.08369827
Ghana,GHA,2014,67.09558868
Ghana,GHA,2015,71.03627777
Greece,GRC,1971,63.31335068
Greece,GRC,1972,68.42907715
Greece,GRC,1973,70.6177597
Greece,GRC,1974,73.07147217
Greece,GRC,1975,74.75375366
Greece,GRC,1976,77.77947998
Greece,GRC,1977,79.51177979
Greece,GRC,1978,80.21788788
Greece,GRC,1979,79.90595245
Greece,GRC,1980,81.44464874
Greece,GRC,1981,81.23239899
Greece,GRC,1982,84.18141937
Greece,GRC,1983,81.11595917
Greece,GRC,1984,85.49675751
Greece,GRC,1985,87.89961243
Greece,GRC,1986,90.71774292
Greece,GRC,1987,94.41024017
Greece,GRC,1988,95.46852875
Greece,GRC,1989,96.15982056
Greece,GRC,1990,94.9295578
Greece,GRC,1991,94.51947784
Greece,GRC,1992,95.51969147
Greece,GRC,1993,91.84954834
Greece,GRC,1994,92.50872803
Greece,GRC,1995,91.96600342
Greece,GRC,1996,92.2855072
Greece,GRC,1997,92.03994751
Greece,GRC,1998,91.98171234
Greece,GRC,1999,91.10240173
Greece,GRC,2000,89.93728638
Greece,GRC,2001,93.55560303
Greece,GRC,2002,98.01811218
Greece,GRC,2003,95.08769989
Greece,GRC,2004,95.03827667
Greece,GRC,2005,99.64308929
Greece,GRC,2006,99.2351532
Greece,GRC,2007,96.9108429
Greece,GRC,2010,104.9792633
Greece,GRC,2011,103.0015106
Greece,GRC,2012,105.1684494
Greece,GRC,2013,108.1978302
Grenada,GRD,1971,29.3217392
Grenada,GRD,1972,35.45846939
Grenada,GRD,1973,32.13491821
Grenada,GRD,1974,32.91225052
Grenada,GRD,1975,67.76995087
Grenada,GRD,1976,70.79283905
Grenada,GRD,1977,72.91124725
Grenada,GRD,1978,76.1678009
Grenada,GRD,1979,77.28778839
Grenada,GRD,1980,77.03575897
Grenada,GRD,1981,72.16597748
Grenada,GRD,1982,72.86135864
Grenada,GRD,1983,72.16287231
Grenada,GRD,1984,83.68782043
Grenada,GRD,1985,80.87094116
Grenada,GRD,1986,80.00502014
Grenada,GRD,1987,83.39658356
Grenada,GRD,1988,85.57675171
Grenada,GRD,1989,86.19924164
Grenada,GRD,1990,91.18759155
Grenada,GRD,1991,99.89781189
Grenada,GRD,1992,102.4748917
Grenada,GRD,1993,102.7774963
Grenada,GRD,2002,108.0513916
Grenada,GRD,2003,111.2025681
Grenada,GRD,2004,103.5475998
Grenada,GRD,2005,97.79457855
